device_name,compute_capability,dtype,q_heads,kv_heads,head_dim,batch_size,seq_len,page_size,num_splits,sm_margin,contiguous_median_us,paged_identity_median_us,paged_shuffled_median_us,paged_identity_overhead_pct,paged_shuffled_overhead_pct,contiguous_tokens_per_sec,paged_identity_tokens_per_sec,paged_shuffled_tokens_per_sec,all_layouts_present,identity_correctness_passed,shuffled_correctness_passed,identity_max_abs_diff,shuffled_max_abs_diff
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,64,2048,128,0,0,240.9600019454956,240.1600033044815,240.7359927892685,-0.3320047454162367,-0.09296528652825709,265604.247523523,266489.00366169226,265851.3970365174,True,True,True,0.0009765625,0.0009765625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,64,4096,16,0,0,415.8399999141693,411.42401099205017,418.0479943752289,-1.0619442388973166,0.5309721194486583,153905.34824261686,155557.27981378476,153092.46991041725,True,True,True,0.00048828125,0.00048828125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,64,4096,128,0,0,418.0159866809845,410.2720022201538,414.7520065307617,-1.8525570091989407,-0.7808266320478596,153104.19227780064,155994.07138110613,154309.0786596428,True,True,True,0.00048828125,0.00048828125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,64,8192,16,0,0,764.7039890289307,750.3679990768433,768.8000202178955,-1.8747110199192396,0.5356361739614179,83692.51490537042,85291.48375028973,83246.61591692068,True,True,True,0.000244140625,0.000244140625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,64,8192,128,0,0,764.415979385376,752.0159780979156,759.7119808197021,-1.6221535946214116,-0.6153715637205903,83724.04780373484,85104.5747217713,84242.45189729176,True,True,True,0.00048828125,0.00048828125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,64,16384,16,0,0,1460.3840112686157,1435.3599548339844,1472.640037536621,-1.7135257741484944,0.8392331176892753,43824.08976417379,44588.11866978853,43459.3643855133,True,True,True,0.000244140625,0.000244140625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,64,16384,128,0,0,1458.0800533294678,1439.9679899215698,1453.6000490188599,-1.2421858022500065,-0.3072536586985031,43893.33758037396,44445.43243179028,44028.61711734135,True,True,True,0.000244140625,0.000244140625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,64,32768,16,0,0,2855.232000350952,2799.2959022521973,2878.704071044922,-1.9590736616807103,0.8220722761262289,22414.99114332335,22862.89203956904,22232.22617556832,True,True,True,0.000244140625,0.000244140625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,64,32768,128,0,0,2868.4799671173096,2804.352045059204,2843.440055847168,-2.2356064115222396,-0.8729331059371348,22311.46835036713,22821.671092528206,22507.94767710761,True,True,True,0.000244140625,0.000244140625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,128,1024,16,0,0,246.22400104999542,246.65600061416626,251.3120025396347,0.17544981899759726,2.0664116690257917,519851.84000811435,518941.3583342133,509327.04648602277,True,True,True,0.001953125,0.001953125
